tag,pos_tag,prev_next,frequency
V,PRON,prev,235
V,PRON2,prev,6
V,PROPN,prev,49
V,PUNCT,prev,227
V,REL,prev,16
V,RELF,prev,4
V,RPRT,prev,28
V,SCONJ,prev,20
V,SCONJR,prev,18
V,TOT,prev,2
V,V,prev,72
V,V2,prev,2
V2,N,prev,1
V2,PRON,prev,1
V2,PRON2,prev,27
V3,N,prev,7
V3,None,prev,4
V3,PUNCT,prev,2
V3,SCONJR,prev,1
V3,V,prev,1
A,A,next,3
A,ADP,next,12
A,ADV,next,2
A,ADVG,next,10
A,ADVLA,next,1
A,ADVRA,next,1
A,ADVS,next,17
A,AUXFR,next,1
A,COP,next,7
A,DEMS,next,2
A,ELIP,next,1
A,FUT,next,2
A,N,next,12
A,NEG,next,3
A,None,next,3
A,PFV,next,4
A,PQ,next,1
A,PRON,next,4
A,PRON2,next,5
A,PROPN,next,2
A,PUNCT,next,84
A,REL,next,38
A,RPRT,next,2
A,SCONJ,next,3
A,TOTAL,next,2
A,V,next,19
A2,ADVS,next,7
A2,ASSUM,next,1
A2,AUXFS,next,12
A2,FUT,next,1
A2,None,next,1
A2,PFV,next,4
A2,PQ,next,1
A2,PRON,next,1
A2,PRON2,next,1
A2,PUNCT,next,23
A2,REL,next,5
A2,SCONJ,next,3
A2,V,next,6
ADP,A,next,3
ADP,ADP,next,9
ADP,ADV,next,4
ADP,ADVA,next,3
ADP,ADVDI,next,1
ADP,ADVDX,next,1
ADP,ADVLC,next,1
ADP,ADVRA,next,1
ADP,ADVRC,next,2
ADP,ADVT,next,3
ADP,ART,next,4
ADP,AUXFR,next,2
ADP,CARD,next,1
ADP,CCONJ,next,7
ADP,COP,next,4
ADP,CQ,next,6
ADP,DEMS,next,5
ADP,DEMX,next,17
ADP,ELIP,next,1
ADP,EXST,next,3
ADP,FOC,next,4
ADP,FUT,next,4
ADP,IND,next,1
ADP,INDQ,next,2
ADP,INT,next,1
ADP,N,next,30
ADP,NEG,next,6
ADP,None,next,5
ADP,PFV,next,4
ADP,PREP,next,2
ADP,PRON,next,6
ADP,PRON2,next,14
ADP,PROPN,next,4
ADP,PUNCT,next,516
ADP,REL,next,2
ADP,RELF,next,3
ADP,RPRT,next,8
ADP,SCONJ,next,1
ADP,SCONJR,next,4
ADP,TOT,next,5
ADP,V,next,47
ADV,A,next,1
ADV,ADVO,next,1
ADV,ADVRA,next,1
ADV,DEMS,next,1
ADV,DEMX,next,1
ADV,INDQ,next,1
ADV,N,next,5
ADV,NEG,next,1
ADV,PFV,next,1
ADV,PQ,next,1
ADV,PRON,next,4
ADV,PRON2,next,4
ADV,PUNCT,next,13
ADV,RPRT,next,2
ADV,V,next,15
ADVA,A2,next,1
ADVA,ADP,next,5
ADVA,ADV,next,1
ADVA,ADVG,next,2
ADVA,ADVRA,next,1
ADVA,ADVRC,next,1
ADVA,ADVS,next,1
ADVA,DEMX,next,1
ADVA,FOC,next,7
ADVA,FUT,next,1
ADVA,IND,next,2
ADVA,N,next,12
ADVA,NEG,next,1
ADVA,PFV,next,3
ADVA,PRON,next,7
ADVA,PRON2,next,5
ADVA,PUNCT,next,22
ADVA,REL,next,7
ADVA,RPRT,next,5
ADVA,SCONJ,next,2
ADVA,V,next,18
ADVC,ADP,next,1
ADVC,ADVDX,next,1
ADVC,ADVS,next,2
ADVC,ADVT,next,1
ADVC,CARD,next,1
ADVC,COP,next,1
ADVC,N,next,1
ADVC,PFV,next,2
ADVC,PQ,next,1
ADVC,PRON,next,1
ADVC,PRON2,next,1
ADVC,PROPN,next,1
ADVC,PUNCT,next,8
ADVC,V,next,1
ADVDI,ADV,next,1
ADVDI,ADVS,next,1
ADVDI,COP,next,2
ADVDI,EXST,next,1
ADVDI,FOC,next,2
ADVDI,FUT,next,1
ADVDI,PFV,next,1
ADVDI,PRON,next,3
ADVDI,PUNCT,next,13
ADVDI,RPRT,next,4
ADVDI,V,next,2
ADVDX,ADP,next,17
ADVDX,ADVT,next,2
ADVDX,CCONJ,next,1
ADVDX,COP,next,1
ADVDX,DEMX,next,1
ADVDX,N,next,1
ADVDX,PUNCT,next,19
ADVDX,SCONJR,next,1
ADVG,IND,next,1
ADVG,N,next,1
ADVG,PRON2,next,2
ADVG,PUNCT,next,4
ADVG,REL,next,5
ADVG,TOT,next,1
ADVG,V,next,3
ADVJ,ADVA,next,2
ADVJ,ADVT,next,1
ADVJ,CQ,next,2
ADVJ,DEMS,next,1
ADVJ,DEMX,next,2
ADVJ,N,next,4
ADVJ,NEG,next,3
ADVJ,PFV,next,1
ADVJ,PRON,next,4
ADVJ,PRON2,next,1
ADVJ,PROPN,next,1
ADVJ,RPRT,next,12
ADVJ,TOT,next,1
ADVJ,V,next,12
ADVLA,N,next,2
ADVLA,PRON,next,1
ADVLC,FOC,next,1
ADVLC,N,next,3
ADVLC,None,next,2
ADVLC,PRON,next,3
ADVLC,PRON2,next,1
ADVLC,PROPN,next,1
ADVLC,V,next,6
ADVLT,V,next,1
ADVM,N,next,1
ADVM,PRON,next,1
ADVM,PUNCT,next,1
ADVM,V,next,3
ADVNC,N,next,2
ADVNC,None,next,1
ADVNC,PUNCT,next,1
ADVNC,V,next,1
ADVNT,FUT,next,1
ADVNT,V,next,1
ADVO,A,next,1
ADVO,PRON2,next,1
ADVO,PUNCT,next,2
ADVRA,A,next,1
ADVRA,COND,next,1
ADVRA,CQ,next,25
ADVRA,FOC,next,1
ADVRA,FUT,next,1
ADVRA,N,next,5
ADVRA,PRON,next,1
ADVRA,PRON2,next,1
ADVRA,PROPN,next,1
ADVRA,REL,next,7
ADVRA,SCONJ,next,1
ADVRA,V,next,8
ADVRC,A,next,1
ADVRC,AUXFR,next,1
ADVRC,COP,next,1
ADVRC,CQ,next,15
ADVRC,N,next,6
ADVRC,None,next,1
ADVRC,PRON2,next,4
ADVRC,PROPN,next,2
ADVRC,V,next,6
ADVRT,CQ,next,2
ADVRT,N,next,1
ADVRU,ADVM,next,1
ADVRU,CQ,next,3
ADVRU,NEG,next,1
ADVRU,V,next,2
ADVS,ADVDX,next,1
ADVS,ADVG,next,1
ADVS,ADVT,next,1
ADVS,AUXFR,next,1
ADVS,AUXFS,next,1
ADVS,DEMX,next,2
ADVS,INT,next,1
ADVS,N,next,9
ADVS,NEG,next,2
ADVS,PQ,next,1
ADVS,PRON,next,6
ADVS,PRON2,next,3
ADVS,PUNCT,next,22
ADVS,REL,next,3
ADVS,RPRT,next,3
ADVS,SCONJ,next,3
ADVS,TOT,next,1
ADVS,V,next,7
ADVT,A,next,2
ADVT,A2,next,2
ADVT,ADP,next,2
ADVT,ADV,next,1
ADVT,ADVA,next,1
ADVT,ADVC,next,1
ADVT,ADVDX,next,2
ADVT,ADVG,next,2
ADVT,ADVT,next,1
ADVT,AUXFR,next,8
ADVT,CARD,next,1
ADVT,CERT,next,3
ADVT,COP,next,2
ADVT,CQ,next,2
ADVT,DEMS,next,3
ADVT,DEMX,next,8
ADVT,EXST,next,1
ADVT,FOC,next,2
ADVT,FUT,next,8
ADVT,IND,next,2
ADVT,INDQ,next,2
ADVT,INT,next,1
ADVT,N,next,23
ADVT,NEC,next,1
ADVT,NEG,next,1
ADVT,None,next,1
ADVT,PFV,next,5
ADVT,PQ,next,2
ADVT,PRET,next,1
ADVT,PRON,next,17
ADVT,PRON2,next,7
ADVT,PROPN,next,8
ADVT,PUNCT,next,26
ADVT,REL,next,1
ADVT,RPRT,next,19
ADVT,SCONJR,next,1
ADVT,V,next,46
AFF,PUNCT,next,1
ART,A,next,1
ART,A2,next,1
ART,ADVT,next,1
ART,AUXN,next,1
ART,N,next,57
ART,PRON2,next,1
ART,PROPN,next,1
ART,PUNCT,next,5
ART,RPRT,next,1
ASSUM,A,next,1
ASSUM,AUXFR,next,1
ASSUM,COND,next,1
ASSUM,DEMS,next,2
ASSUM,NEG,next,1
ASSUM,PRON,next,1
ASSUM,PUNCT,next,1
ASSUM,RPRT,next,2
ASSUM,V,next,6
AUXFR,ADV,next,1
AUXFR,ADVT,next,5
AUXFR,AUXFS,next,3
AUXFR,EXST,next,1
AUXFR,FUT,next,2
AUXFR,PFV,next,4
AUXFR,PRON,next,3
AUXFR,REL,next,1
AUXFR,RPRT,next,1
AUXFR,SCONJ,next,2
AUXFR,V,next,50
AUXFS,ADVA,next,2
AUXFS,CCONJ,next,1
AUXFS,DEMS,next,1
AUXFS,DEMX,next,1
AUXFS,IND,next,1
AUXFS,INT,next,1
AUXFS,N,next,11
AUXFS,PRON,next,1
AUXFS,PRON2,next,3
AUXFS,PUNCT,next,25
AUXFS,REL,next,1
AUXFS,V,next,1
AUXN,ADVC,next,1
AUXN,ADVDI,next,1
AUXN,ADVRC,next,1
AUXN,ADVT,next,2
AUXN,COND,next,1
AUXN,DEMX,next,1
AUXN,FOC,next,2
AUXN,FRUST,next,2
AUXN,IND,next,4
AUXN,INT,next,1
AUXN,N,next,4
AUXN,PFV,next,2
AUXN,PQ,next,2
AUXN,PRON,next,7
AUXN,PRON2,next,9
AUXN,PUNCT,next,14
AUXN,REL,next,1
AUXN,RELF,next,1
AUXN,RPRT,next,1
AUXN,SCONJ,next,1
AUXN,TOT,next,1
AUXN,V,next,6
CARD,N,next,27
CARD,PRON2,next,1
CARD,PUNCT,next,1
CARD,RPRT,next,1
CARD,V,next,1
CCONJ,A,next,1
CCONJ,ADV,next,1
CCONJ,ADVA,next,1
CCONJ,ADVDI,next,1
CCONJ,ADVRA,next,2
CCONJ,ADVRU,next,1
CCONJ,ADVT,next,1
CCONJ,ART,next,1
CCONJ,AUXFR,next,1
CCONJ,CCONJ,next,1
CCONJ,CERT,next,1
CCONJ,DEMX,next,1
CCONJ,EXST,next,2
CCONJ,IND,next,2
CCONJ,INDQ,next,2
CCONJ,N,next,8
CCONJ,NEG,next,2
CCONJ,None,next,1
CCONJ,PRON,next,11
CCONJ,PRON2,next,3
CCONJ,PROPN,next,3
CCONJ,PUNCT,next,6
CCONJ,RPRT,next,1
CCONJ,SCONJR,next,1
CCONJ,V,next,28
CERT,A,next,1
CERT,ADVS,next,1
CERT,AUXFR,next,1
CERT,NEG,next,1
CERT,PREP,next,1
CERT,PUNCT,next,2
COND,ADVA,next,1
COND,ADVRA,next,1
COND,ADVT,next,2
COND,AUXFR,next,1
COND,PRON,next,3
COND,PROPN,next,1
COND,V,next,4
CONS,PUNCT,next,10
COP,A,next,2
COP,ADP,next,5
COP,ADVDI,next,1
COP,ADVDX,next,7
COP,DEMS,next,3
COP,DEMX,next,1
COP,IND,next,1
COP,N,next,10
COP,None,next,1
COP,PFV,next,2
COP,PQ,next,1
COP,PRON,next,2
COP,PRON2,next,9
COP,PROPN,next,1
COP,PUNCT,next,19
COP,REL,next,6
CQ,A,next,1
CQ,ADP,next,1
CQ,ADVA,next,1
CQ,ADVM,next,2
CQ,ADVT,next,2
CQ,ASSUM,next,2
CQ,AUXFR,next,1
CQ,COND,next,1
CQ,COP,next,2
CQ,DEMSN,next,1
CQ,DEMX,next,7
CQ,EXST,next,1
CQ,FOC,next,2
CQ,FUT,next,7
CQ,N,next,3
CQ,None,next,2
CQ,PRON,next,11
CQ,PRON2,next,7
CQ,PROPN,next,1
CQ,PUNCT,next,3
CQ,V,next,26
DEMS,A,next,4
DEMS,ADP,next,1
DEMS,ADV,next,1
DEMS,ADVA,next,1
DEMS,ADVS,next,1
DEMS,AUXFR,next,1
DEMS,IND,next,1
DEMS,N,next,62
DEMS,NEG,next,2
DEMS,PRON2,next,3
DEMS,PUNCT,next,5
DEMS,RPRT,next,1
DEMS,V,next,5
DEMSN,N,next,3
DEMSN,RPRT,next,1
DEMX,A,next,2
DEMX,A2,next,1
DEMX,ADP,next,1
DEMX,AUXN,next,1
DEMX,CARD,next,3
DEMX,COP,next,1
DEMX,FUT,next,1
DEMX,N,next,104
DEMX,NEG,next,1
DEMX,PRON,next,1
DEMX,PRON2,next,10
DEMX,PROPN,next,7
DEMX,PUNCT,next,2
DEMX,RPRT,next,1
DEMX,V,next,21
EMP,DEMS,next,5
EMP,DEMX,next,9
EMP,FUT,next,1
EMP,PRON2,next,2
EMP,RPRT,next,4
EMP,V,next,1
EXST,ADV,next,2
EXST,ADVT,next,1
EXST,ART,next,6
EXST,CARD,next,1
EXST,IND,next,1
EXST,INDQ,next,3
EXST,INT,next,1
EXST,N,next,9
EXST,PFV,next,1
EXST,PQ,next,1
EXST,PRON2,next,1
EXST,PUNCT,next,1
EXST,RPRT,next,3
EXST,SCONJR,next,1
EXST,V,next,3
FOC,ADV,next,3
FOC,ASSUM,next,1
FOC,CERT,next,1
FOC,COP,next,2
FOC,DEMX,next,1
FOC,FUT,next,3
FOC,N,next,4
FOC,PFV,next,1
FOC,PRON,next,4
FOC,PRON2,next,2
FOC,PROPN,next,1
FOC,PUNCT,next,4
FOC,REL,next,1
FOC,RPRT,next,5
FOC,V,next,6
FRUST,ADVA,next,1
FRUST,ADVDX,next,1
FRUST,DEMS,next,1
FRUST,N,next,1
FRUST,PRON,next,1
FRUST,PUNCT,next,2
FUT,A,next,2
FUT,ADV,next,1
FUT,ADVA,next,1
FUT,ADVC,next,1
FUT,ADVDX,next,1
FUT,ADVRT,next,1
FUT,ADVT,next,3
FUT,ASSUM,next,2
FUT,COP,next,1
FUT,DEMX,next,3
FUT,IND,next,3
FUT,N,next,11
FUT,NEG,next,1
FUT,None,next,2
FUT,PRON,next,20
FUT,PRON2,next,12
FUT,PROPN,next,1
FUT,PUNCT,next,19
FUT,REL,next,3
FUT,V,next,25
IND,ADP,next,7
IND,ADVA,next,1
IND,ADVM,next,1
IND,ASSUM,next,1
IND,AUXFR,next,3
IND,CQ,next,1
IND,DEMS,next,1
IND,ELIP,next,1
IND,FOC,next,2
IND,FUT,next,2
IND,IND,next,2
IND,N,next,25
IND,NEG,next,2
IND,None,next,2
IND,PRON,next,6
IND,PRON2,next,3
IND,PUNCT,next,8
IND,RPRT,next,1
IND,V,next,22
INDQ,ADVS,next,1
INDQ,DEMX,next,1
INDQ,N,next,15
INDQ,None,next,1
INDQ,PRON,next,1
INDQ,PRON2,next,2
INDQ,PUNCT,next,1
INDQ,REL,next,1
INDQ,V,next,1
INT,A,next,1
INT,ADP,next,7
INT,ASSUM,next,2
INT,CQ,next,19
INT,N,next,8
INT,None,next,1
INT,PRET,next,1
INT,PRON,next,1
INT,PRON2,next,3
INT,PROPN,next,2
INT,PUNCT,next,2
INT,RPRT,next,1
INT,V,next,4
INTJ,N,next,1
INTJ,PUNCT,next,29
N,A,next,129
N,A2,next,3
N,ADP,next,455
N,ADV,next,5
N,ADVA,next,3
N,ADVC,next,2
N,ADVDI,next,1
N,ADVDX,next,2
N,ADVLA,next,1
N,ADVLC,next,7
N,ADVRA,next,1
N,ADVRC,next,3
N,ADVS,next,2
N,ADVT,next,8
N,ART,next,1
N,ASSUM,next,2
N,AUXFR,next,6
N,CARD,next,2
N,CCONJ,next,9
N,COP,next,15
N,CQ,next,6
N,DEMX,next,8
N,EXST,next,1
N,FOC,next,2
N,FUT,next,15
N,IND,next,2
N,INDQ,next,3
N,N,next,210
N,NEC,next,1
N,NEG,next,19
N,None,next,16
N,PFV,next,2
N,PQ,next,1
N,PRET,next,1
N,PRON,next,23
N,PRON2,next,57
N,PROPN,next,11
N,PROTST,next,1
N,PUNCT,next,456
N,REL,next,15
N,RPRT,next,6
N,SCONJ,next,6
N,SCONJR,next,3
N,TOT,next,2
N,TOTAL,next,3
N,V,next,307
N,V2,next,1
N,V3,next,7
NEC,AUXFR,next,1
NEC,PRON,next,1
NEC,V,next,4
NEG,A,next,7
NEG,A2,next,1
NEG,ADP,next,1
NEG,ADV,next,3
NEG,ADVA,next,1
NEG,ADVNC,next,4
NEG,ADVNT,next,2
NEG,ADVRA,next,3
NEG,ADVS,next,1
NEG,ADVT,next,3
NEG,ART,next,1
NEG,AUXFR,next,3
NEG,COND,next,1
NEG,COP,next,3
NEG,FOC,next,1
NEG,FRUST,next,1
NEG,IND,next,13
NEG,N,next,1
NEG,NEC,next,1
NEG,None,next,9
NEG,PFV,next,17
NEG,PQ,next,2
NEG,PRON,next,3
NEG,PRON2,next,5
NEG,PUNCT,next,6
NEG,REL,next,5
NEG,RPRT,next,2
NEG,SCONJ,next,22
NEG,V,next,47
NEGI,FUT,next,2
NEGI,PRON2,next,1
NEGI,V,next,12
ORD,DEMX,next,1
PFV,A,next,1
PFV,ADVA,next,1
PFV,ADVDX,next,1
PFV,ADVLC,next,1
PFV,ADVNC,next,1
PFV,ADVRA,next,2
PFV,ADVRC,next,1
PFV,ADVS,next,2
PFV,ADVT,next,1
PFV,ART,next,1
PFV,ASSUM,next,1
PFV,AUXFR,next,1
PFV,AUXFS,next,3
PFV,CERT,next,1
PFV,COP,next,1
PFV,DEMX,next,1
PFV,FOC,next,3
PFV,FUT,next,3
PFV,IND,next,3
PFV,INT,next,1
PFV,N,next,24
PFV,PQ,next,1
PFV,PRON,next,7
PFV,PRON2,next,10
PFV,PROPN,next,3
PFV,PUNCT,next,22
PFV,REL,next,5
PFV,RPRT,next,7
PFV,V,next,23
PQ,ADVC,next,2
PQ,ADVDX,next,1
PQ,ADVM,next,1
PQ,ADVS,next,1
PQ,CCONJ,next,1
PQ,DEMX,next,1
PQ,N,next,8
PQ,NEG,next,1
PQ,PRON,next,3
PQ,PRON2,next,3
PQ,PUNCT,next,3
PQ,REL,next,1
PQ,V,next,1
PREP,ADVLT,next,1
PREP,ADVT,next,2
PREP,FUT,next,2
PREP,N,next,5
PRET,N,next,1
PRET,PRON,next,1
PRET,PRON2,next,1
PRET,PUNCT,next,5
PRET,V,next,1
PRON,A,next,17
PRON,A2,next,7
PRON,ADP,next,34
PRON,ADV,next,4
PRON,ADVA,next,3
PRON,ADVDX,next,2
PRON,ADVM,next,1
PRON,ADVRA,next,2
PRON,ADVS,next,2
PRON,ADVT,next,1
PRON,ART,next,3
PRON,ASSUM,next,3
PRON,AUXFR,next,10
PRON,AUXFS,next,1
PRON,AUXN,next,2
PRON,CARD,next,2
PRON,CCONJ,next,1
PRON,COP,next,12
PRON,DEMS,next,1
PRON,DEMX,next,2
PRON,ELIP,next,1
PRON,FOC,next,2
PRON,FUT,next,2
PRON,IND,next,1
PRON,INT,next,1
PRON,N,next,27
PRON,NEG,next,26
PRON,None,next,7
PRON,PQ,next,1
PRON,PRON,next,1
PRON,PRON2,next,26
PRON,PROPN,next,5
PRON,PUNCT,next,119
PRON,RPRT,next,3
PRON,SCONJR,next,2
PRON,TOT,next,3
PRON,TOTAL,next,1
PRON,V,next,235
PRON,V2,next,1
PRON2,A,next,1
PRON2,A2,next,46
PRON2,ADP,next,140
PRON2,N,next,367
PRON2,None,next,5
PRON2,V,next,6
PRON2,V2,next,27
PROPN,A,next,2
PROPN,ADP,next,21
PROPN,ADV,next,1
PROPN,ADVT,next,1
PROPN,AUXFR,next,1
PROPN,CCONJ,next,1
PROPN,COP,next,3
PROPN,N,next,40
PROPN,NEG,next,1
PROPN,None,next,3
PROPN,PRON2,next,1
PROPN,PROPN,next,10
PROPN,PUNCT,next,46
PROPN,RPRT,next,1
PROPN,V,next,49
PROTST,PUNCT,next,1
PRSV,FOC,next,1
PRSV,N,next,4
PRSV,PFV,next,2
PRSV,PRON,next,1
PRSV,PRON2,next,1
PRSV,PUNCT,next,3
PUNCT,A,next,25
PUNCT,ADP,next,1
PUNCT,ADV,next,2
PUNCT,ADVA,next,27
PUNCT,ADVC,next,5
PUNCT,ADVDI,next,4
PUNCT,ADVDX,next,1
PUNCT,ADVJ,next,17
PUNCT,ADVLC,next,5
PUNCT,ADVP,next,2
PUNCT,ADVRA,next,8
PUNCT,ADVRC,next,11
PUNCT,ADVRT,next,1
PUNCT,ADVRU,next,2
PUNCT,ADVS,next,1
PUNCT,ADVT,next,37
PUNCT,ART,next,6
PUNCT,AUXFR,next,14
PUNCT,AUXN,next,1
PUNCT,CARD,next,1
PUNCT,CCONJ,next,47
PUNCT,CONS,next,4
PUNCT,COP,next,3
PUNCT,DEMS,next,10
PUNCT,DEMSN,next,1
PUNCT,DEMX,next,7
PUNCT,ELIP,next,22
PUNCT,EMP,next,8
PUNCT,EXST,next,2
PUNCT,IND,next,9
PUNCT,INT,next,7
PUNCT,INTJ,next,24
PUNCT,N,next,99
PUNCT,NEG,next,55
PUNCT,NEGI,next,7
PUNCT,None,next,1129
PUNCT,PREP,next,5
PUNCT,PRON,next,59
PUNCT,PRON2,next,50
PUNCT,PROPN,next,24
PUNCT,PRSV,next,4
PUNCT,PUNCT,next,81
PUNCT,RELF,next,1
PUNCT,RPRT,next,3
PUNCT,SCONJR,next,20
PUNCT,TOT,next,8
PUNCT,V,next,227
PUNCT,V3,next,2
REL,A,next,1
REL,ADP,next,20
REL,ADVA,next,2
REL,ADVDI,next,1
REL,ADVT,next,2
REL,AUXFS,next,3
REL,CARD,next,1
REL,CCONJ,next,4
REL,CQ,next,1
REL,DEMS,next,3
REL,DEMX,next,4
REL,EMP,next,1
REL,EXST,next,1
REL,FOC,next,1
REL,FRUST,next,1
REL,IND,next,2
REL,N,next,39
REL,NEG,next,1
REL,PRET,next,5
REL,PRON,next,12
REL,PRON2,next,13
REL,PROPN,next,5
REL,PUNCT,next,76
REL,RPRT,next,1
REL,SCONJ,next,1
REL,TOT,next,3
REL,V,next,16
RELF,A,next,1
RELF,AUXN,next,1
RELF,FUT,next,1
RELF,N,next,1
RELF,NEG,next,2
RELF,V,next,4
RPRT,A,next,2
RPRT,A2,next,1
RPRT,ADV,next,1
RPRT,ADVA,next,1
RPRT,ADVC,next,1
RPRT,ADVDI,next,1
RPRT,ADVT,next,1
RPRT,ART,next,4
RPRT,AUXFR,next,2
RPRT,CARD,next,2
RPRT,CCONJ,next,1
RPRT,DEMS,next,5
RPRT,DEMX,next,5
RPRT,EMP,next,1
RPRT,EXST,next,2
RPRT,FRUST,next,1
RPRT,IND,next,1
RPRT,N,next,22
RPRT,None,next,1
RPRT,PRON,next,15
RPRT,PRON2,next,13
RPRT,PROPN,next,4
RPRT,PUNCT,next,11
RPRT,RELF,next,1
RPRT,V,next,28
SCONJ,A,next,1
SCONJ,ADVA,next,3
SCONJ,ADVDI,next,3
SCONJ,ADVDX,next,1
SCONJ,ADVRA,next,2
SCONJ,ADVT,next,4
SCONJ,ART,next,3
SCONJ,AUXFS,next,1
SCONJ,CARD,next,1
SCONJ,CCONJ,next,1
SCONJ,COND,next,5
SCONJ,DEMS,next,7
SCONJ,DEMX,next,4
SCONJ,FUT,next,5
SCONJ,IND,next,3
SCONJ,INDQ,next,1
SCONJ,INT,next,1
SCONJ,N,next,32
SCONJ,None,next,1
SCONJ,PFV,next,3
SCONJ,PRON,next,17
SCONJ,PRON2,next,32
SCONJ,PROPN,next,4
SCONJ,PUNCT,next,58
SCONJ,REL,next,1
SCONJ,RPRT,next,2
SCONJ,SCONJR,next,1
SCONJ,TOT,next,2
SCONJ,V,next,20
SCONJR,A,next,1
SCONJR,ADVA,next,1
SCONJR,ADVRC,next,1
SCONJR,AUXFR,next,1
SCONJR,AUXN,next,1
SCONJR,COP,next,2
SCONJR,CQ,next,2
SCONJR,DEMS,next,2
SCONJR,EXST,next,1
SCONJR,FUT,next,2
SCONJR,IND,next,1
SCONJR,N,next,11
SCONJR,NEG,next,3
SCONJR,PRON,next,10
SCONJR,PRON2,next,3
SCONJR,PROPN,next,1
SCONJR,RPRT,next,4
SCONJR,V,next,18
SCONJR,V3,next,1
TOT,ADP,next,1
TOT,ADVRA,next,1
TOT,CARD,next,1
TOT,DEMS,next,1
TOT,DEMX,next,4
TOT,FUT,next,1
TOT,IND,next,3
TOT,INT,next,1
TOT,N,next,20
TOT,PRON,next,3
TOT,PRON2,next,2
TOT,PUNCT,next,1
TOT,RPRT,next,3
TOT,V,next,2
TOTAL,ADVDI,next,1
TOTAL,ADVDX,next,1
TOTAL,DEMX,next,1
TOTAL,FUT,next,1
TOTAL,INDQ,next,1
TOTAL,N,next,3
TOTAL,PFV,next,4
TOTAL,PRON,next,2
TOTAL,PRON2,next,2
TOTAL,PUNCT,next,7
TOTAL,SCONJ,next,2
V,A,next,11
V,A2,next,1
V,ADP,next,5
V,ADV,next,17
V,ADVA,next,26
V,ADVC,next,8
V,ADVDI,next,6
V,ADVDX,next,17
V,ADVG,next,2
V,ADVLC,next,1
V,ADVO,next,3
V,ADVRA,next,4
V,ADVRC,next,5
V,ADVS,next,18
V,ADVT,next,22
V,ART,next,32
V,AUXFR,next,2
V,AUXFS,next,23
V,AUXN,next,58
V,CARD,next,5
V,CCONJ,next,1
V,COND,next,3
V,DEMS,next,19
V,DEMSN,next,1
V,DEMX,next,21
V,EMP,next,3
V,FOC,next,6
V,FRUST,next,2
V,FUT,next,44
V,IND,next,19
V,INDQ,next,6
V,INT,next,8
V,N,next,261
V,NEG,next,3
V,None,next,8
V,ORD,next,1
V,PFV,next,65
V,PQ,next,9
V,PREP,next,1
V,PRET,next,1
V,PRON,next,131
V,PRON2,next,184
V,PROPN,next,23
V,PUNCT,next,217
V,REL,next,106
V,RELF,next,1
V,RPRT,next,14
V,SCONJ,next,170
V,SCONJR,next,6
V,TOT,next,12
V,TOTAL,next,18
V,V,next,72
V,V3,next,1
V2,ADV,next,1
V2,ADVA,next,1
V2,ADVS,next,6
V2,AUXFS,next,1
V2,DEMS,next,1
V2,N,next,3
V2,PFV,next,1
V2,PQ,next,2
V2,PRON2,next,2
V2,PUNCT,next,4
V2,REL,next,2
V2,SCONJ,next,2
V2,TOTAL,next,1
V2,V,next,2
V3,ADVA,next,1
V3,ADVS,next,2
V3,AUXFS,next,1
V3,PFV,next,3
V3,PRON,next,1
V3,PRON2,next,1
V3,PUNCT,next,3
V3,REL,next,3
